'date','prize','no1','no2','no3','no4','no5'
2022-02-04,77000,4,5,6,24,36
2022-02-05,77000,13,20,25,30,34
2022-02-06,176000,6,20,28,31,38
2022-02-07,71000,13,14,20,35,38
2022-02-08,173000,6,18,25,38,39
2022-02-09,73000,4,6,17,23,25
2022-02-10,70000,4,11,27,30,32
2022-02-11,185000,9,11,17,29,32
2022-02-12,339000,3,4,21,24,27
2022-02-13,61000,14,24,29,33,36
2022-02-14,67000,14,17,21,25,27
2022-02-15,166000,7,21,26,27,30
2022-02-16,75000,13,23,32,36,38
2022-02-17,178000,3,7,19,22,36
2022-02-18,78000,4,13,27,34,39
2022-02-19,77000,4,7,19,22,33
2022-02-20,65000,9,19,30,31,36
2022-02-21,163000,4,9,19,20,22
2022-02-22,70000,1,2,7,12,30
2022-02-23,179000,2,8,19,27,32
2022-02-24,332000,8,9,19,37,38
2022-02-25,77000,2,11,23,35,37
2022-02-26,186000,3,13,19,26,27
2022-02-27,316000,5,16,27,33,35
2022-02-28,570000,14,17,20,23,38
2022-03-01,82000,1,3,9,21,29
2022-03-02,71000,1,2,4,11,19
2022-03-03,67000,4,16,21,28,33
2022-03-04,180000,9,18,24,30,32
2022-03-05,332000,22,28,33,35,36
2022-03-06,65000,4,8,11,19,39
2022-03-07,168000,3,13,24,34,36
2022-03-08,74000,2,10,11,12,25
2022-03-09,71000,14,18,19,20,29
2022-03-10,176000,9,11,14,18,37
2022-03-11,77000,3,4,20,21,23
2022-03-12,79000,7,15,22,25,37
2022-03-13,63000,4,7,14,16,34
2022-03-14,159000,6,13,27,30,38
2022-03-15,73000,6,12,15,23,32
2022-03-16,174000,5,17,18,21,38
2022-03-17,72000,7,15,19,29,36
2022-03-18,184000,6,16,19,29,35
2022-03-19,75000,5,15,17,19,23
2022-03-20,173000,13,18,19,25,26
2022-03-21,69000,6,16,20,30,33
2022-03-22,73000,16,18,30,33,36
2022-03-23,172000,7,13,14,21,26
2022-03-24,323000,9,30,31,32,39
2022-03-25,83000,7,9,23,28,30
2022-03-26,189000,7,13,21,33,36
2022-03-27,63000,2,9,12,20,37
2022-03-28,67000,12,17,21,22,28
2022-03-29,71000,3,14,22,25,28
2022-03-30,72000,7,22,23,28,31
2022-03-31,69000,12,17,18,23,35
2022-04-01,178000,22,24,26,27,39
2022-04-02,326000,7,15,16,18,31
2022-04-03,553000,10,15,22,35,39
2022-04-04,67000,6,10,11,28,38
2022-04-05,168000,13,15,17,30,36
2022-04-06,315000,5,21,26,31,33
2022-04-07,74000,3,9,14,37,39
2022-04-08,80000,16,17,22,26,28
2022-04-09,76000,6,10,12,14,34
2022-04-10,172000,8,10,16,30,33
2022-04-11,314000,10,22,25,28,30
2022-04-12,77000,3,13,20,27,35
2022-04-13,180000,4,12,17,18,22
2022-04-14,335000,18,24,28,31,39
2022-04-15,84000,2,8,12,19,39
2022-04-16,192000,15,17,25,32,39
